Point,E,N,Elevation,Code,SurveyID,Date,Period,TagID,RiffleID,TagSize_mm,A_Axis_mm,B_Axis_mm,C_Axis_mm,Gravelometer_mm,Weight_g,Particle_Class,Size_Class,Field_Movement,Hiding,Embedded,Buried,allNotes
50465,2806253.385,1266560.162,7459.463,PITRCK,Relocate 2023,9/25/2023,After,230000298013,1,32,225,170,104,256,9100,Cobble,LC2,1,0,0,0,
50466,2806240.474,1266566.987,7458.484,PITRCK,Relocate 2023,9/25/2023,After,228000607524,1,23,86,68,54,64,562,Gravel,VCG2,1,1,0,0,
50467,2806218.861,1266564.747,7457.986,PITRCK,Relocate 2023,9/25/2023,After,228000607535,1,23,74,54,36,64,254,Gravel,VCG2,1,1,0,1,
50468,2806251.012,1266580.638,7458.412,PITRCK,Relocate 2023,9/25/2023,After,230000111643,1,32,184,125,58,128,2352,Cobble,SC2,1,0,0,0,
50469,2806248.862,1266583.38,7458.431,PITRCK,Relocate 2023,9/25/2023,After,228000607505,1,23,94,61,41,64,336,Gravel,VCG2,1,0,0,0,
50471,2806247.951,1266595.746,7458.506,PITRCK,Relocate 2023,9/25/2023,After,230000111534,1,32,157,135,130,180,3638,Cobble,LC1,1,1,0,0,
50472,2806246.598,1266603.025,7458.384,PITRCK,Relocate 2023,9/25/2023,After,228000607565,1,23,94,58,56,64,433,Gravel,VCG2,1,1,0,1,
50473,2806247.374,1266609.904,7458.632,PITRCK,Relocate 2023,9/25/2023,After,228000607520,1,23,90,64,52,64,543,Gravel,VCG2,1,1,0,0,
50474,2806246.459,1266615.705,7458.8,PITRCK,Relocate 2023,9/25/2023,After,230000111541,1,32,356,290,138,>256,14100,Boulder,SB1,1,0,0,0,
50475,2806246.824,1266622.483,7458.646,PITRCK,Relocate 2023,9/25/2023,After,230000111523,1,32,150,109,78,128,1992,Cobble,SC2,1,1,0,0,
50477,2806210.981,1266616.103,7458.316,PITRCK,Relocate 2023,9/25/2023,After,230000111684,1,32,198,117,64,128,2248,Cobble,SC2,1,1,0,0,
50479,2806104.871,1266594.391,7457.877,PITRCK,Relocate 2023,9/25/2023,After,230000111527,1,32,139,76,75,90,1153,Cobble,SC1,1,0,0,0,
50480,2806239.44,1266524.4,7459.536,PITRCK,Relocate 2023,9/25/2023,After,228000607516,1,23,81,63,55,64,514,Gravel,VCG2,0,0,0,1,
50481,2806132.053,1266527.39,7457.249,PITRCK,Relocate 2023,9/25/2023,After,231000039720,1,14,88,39,14,32,82,Gravel,CG2,1,1,0,0,
50482,2806237.48,1266539.551,7458.6,PITRCK,Relocate 2023,9/25/2023,After,230000111728,1,32,165,123,75,180,2327,Cobble,LC1,1,0,0,0,
50483,2806235.924,1266544.357,7458.369,PITRCK,Relocate 2023,9/25/2023,After,228000607537,1,23,95,61,35,64,458,Gravel,VCG2,1,1,0,0,
50484,2806232.361,1266549.764,7458.546,PITRCK,Relocate 2023,9/25/2023,After,230000298011,1,32,235,210,63,256,7400,Cobble,LC2,1,1,0,0,
50486,2806159.469,1266552.218,7457.458,PITRCK,Relocate 2023,9/25/2023,After,228000607533,1,23,89,65,52,64,400,Gravel,VCG2,1,0,0,0,
50487,2806229.94,1266567.866,7458.693,PITRCK,Relocate 2023,9/25/2023,After,230000111510,1,32,460,230,125,256,17100,Cobble,LC2,1,1,0,0,
50488,2806231.323,1266574.897,7458.461,PITRCK,Relocate 2023,9/25/2023,After,230000111624,1,32,157,152,82,180,2584,Cobble,LC1,1,0,0,0,
50489,2806208.26,1266579.083,7458.06,PITRCK,Relocate 2023,9/25/2023,After,230000111677,1,32,90,78,69,90,608,Cobble,SC1,1,1,0,0,
50490,2806230.324,1266586.379,7458.248,PITRCK,Relocate 2023,9/25/2023,After,230000111548,1,32,90,76,52,90,530,Cobble,SC1,0,1,0,0,
50491,2806221.622,1266593.833,7458.006,PITRCK,Relocate 2023,9/25/2023,After,230000111570,1,32,218,94,50,128,2142,Cobble,SC2,1,1,0,0,
50492,2806227.405,1266601.573,7457.864,PITRCK,Relocate 2023,9/25/2023,After,230000111716,1,32,129,116,60,128,1338,Cobble,SC2,1,1,0,0,
50493,2806225.425,1266608.174,7458.53,PITRCK,Relocate 2023,9/25/2023,After,230000111507,1,32,331,236,143,256,11400,Cobble,LC2,1,0,0,0,
50494,2806225.041,1266613.685,7458.169,PITRCK,Relocate 2023,9/25/2023,After,226001370237,1,12,31,27,15,32,36.5,Gravel,CG2,1,0,0,1,
50495,2806219.412,1266616.767,7458.106,PITRCK,Relocate 2023,9/25/2023,After,230000111594,1,32,135,67,55,90,911,Cobble,SC1,1,1,0,1,
50497,2806221.871,1266629.042,7458.327,PITRCK,Relocate 2023,9/25/2023,After,230000111567,1,32,128,104,33,90,645,Cobble,SC1,0,1,0,1,
50499,2806148.911,1266611.012,7458.33,PITRCK,Relocate 2023,9/25/2023,After,230000111648,1,32,101,88,34,90,508,Cobble,SC1,1,1,0,1,
50500,2804575.695,1266603.139,7454.837,PITRCK,Relocate 2023,9/26/2023,After,230000111599,2A,32,135,120,75,128,1877,Cobble,SC2,1,1,0,0,
50501,2803567.175,1266623.046,7448.519,PITRCK,Relocate 2023,9/26/2023,After,228000607528,2A,23,84,69,41,64,409,Gravel,VCG2,1,0,0,1,
50502,2804567.578,1266592.783,7454.637,PITRCK,Relocate 2023,9/26/2023,After,230000111738,2A,32,140,110,77,128,1999,Cobble,SC2,1,1,0,0,
50505,2804615.057,1266585.721,7454.926,PITRCK,Relocate 2023,9/26/2023,After,230000111634,2A,32,367,215,128,256,16700,Cobble,LC2,1,0,0,0,
50507,2804395.803,1266562.163,7453.218,PITRCK,Relocate 2023,9/26/2023,After,230000111658,2A,32,90,83,56,90,732,Cobble,SC1,1,0,0,0,
50509,2804550.505,1266564.071,7454.476,PITRCK,Relocate 2023,9/26/2023,After,228000607558,2A,23,88,73,38,64,444,Gravel,VCG2,1,1,0,0,
50510,2804393.516,1266550.168,7453.084,PITRCK,Relocate 2023,9/26/2023,After,231000039756,2A,14,51,31,27,32,59,Gravel,CG2,1,1,0,1,
50511,2804626.6,1266555.443,7456.189,PITRCK,Relocate 2023,9/26/2023,After,230000111645,2A,32,134,101,91,128,2037,Cobble,SC2,1,1,0,0,
50512,2804604.623,1266552.506,7456.139,PITRCK,Relocate 2023,9/26/2023,After,228000607564,2A,23,108,64,45,64,477,Gravel,VCG2,0,0,0,0,
50513,2804237.857,1266578.998,7452.656,PITRCK,Relocate 2023,9/26/2023,After,226001370280,2A,12,41,24,20,32,52,Gravel,CG2,1,0,0,1,
50514,2804603.834,1266563.686,7455.469,PITRCK,Relocate 2023,9/26/2023,After,230000111719,2A,32,165,110,61,128,1712,Cobble,SC2,0,0,0,0,
50518,2804600.213,1266586.928,7454.773,PITRCK,Relocate 2023,9/26/2023,After,230000111729,2A,32,346,280,115,>256,21300,Boulder,SB1,0,0,0,0,
50519,2804581.612,1266584.741,7454.459,PITRCK,Relocate 2023,9/26/2023,After,230000111660,2A,32,112,87,57,90,727,Cobble,SC1,1,1,0,0,
50521,2804578.481,1266601.17,7454.781,PITRCK,Relocate 2023,9/26/2023,After,230000111629,2A,32,155,132,54,128,1834,Cobble,SC2,1,1,0,0,
50522,2804552.41,1266587.767,7454.172,PITRCK,Relocate 2023,9/26/2023,After,226001370257,2A,12,26,20,9,16,4.179,Gravel,MG2,1,1,0,1,
50523,2804468.287,1266568.255,7453.712,PITRCK,Relocate 2023,9/26/2023,After,230000111718,2A,32,85,72,57,90,509,Cobble,SC1,1,1,0,1,
50525,2804573.618,1266610.396,7455.257,PITRCK,Relocate 2023,9/26/2023,After,230000111603,2A,32,181,125,100,128,3827,Cobble,SC2,1,1,0,1,
50526,2804333.453,1266580.982,7453.242,PITRCK,Relocate 2023,9/26/2023,After,231000039788,2A,14,51,36,18,32,65,Gravel,CG2,1,0,0,0,
50527,2804554.864,1266592.258,7454.462,PITRCK,Relocate 2023,9/26/2023,After,230000111605,2A,32,140,121,59,128,1380,Cobble,SC2,1,1,0,0,
50528,2804574.034,1266594.008,7455.477,PITRCK,Relocate 2023,9/26/2023,After,230000111515,2A,32,395,265,205,362,27100,Boulder,SB1,1,0,0,0,
50529,2804565.066,1266584.132,7454.401,PITRCK,Relocate 2023,9/26/2023,After,230000111586,2A,32,135,97,68,128,1766,Cobble,SC2,1,1,0,0,
50530,2804409.975,1266535.546,7453.702,PITRCK,Relocate 2023,9/26/2023,After,230000111583,2A,32,85,61,55,90,493,Cobble,SC1,1,0,0,1,
50532,2804558.945,1266566.484,7454.653,PITRCK,Relocate 2023,9/26/2023,After,230000111547,2A,32,168,111,53,90,1488,Cobble,SC1,1,1,0,1,
50535,2804577.438,1266555.443,7455.233,PITRCK,Relocate 2023,9/26/2023,After,230000111671,2A,32,110,93,42,90,657,Cobble,SC1,1,0,0,0,
50536,2804576.728,1266551.213,7455.359,PITRCK,Relocate 2023,9/26/2023,After,230000111621,2A,32,118,79,65,90,1151,Cobble,SC1,1,0,0,0,
50537,2804516.484,1266598.911,7455.766,PITRCK,Relocate 2023,9/26/2023,After,230000111657,2A,32,100,72,42,64,379,Gravel,VCG2,0,0,0,0,
50539,2804519.31,1266585.28,7454.983,PITRCK,Relocate 2023,9/26/2023,After,230000111709,2A,32,201,182,58,180,3584,Cobble,LC1,1,0,0,0,
50540,2804206.394,1266620.89,7453.168,PITRCK,Relocate 2023,9/26/2023,After,231000039715,2A,14,61,31,17,32,42,Gravel,CG2,1,0,0,1,
50542,2804492.162,1266562.351,7453.538,PITRCK,Relocate 2023,9/26/2023,After,230000111732,2A,32,210,158,107,180,3929,Cobble,LC1,1,1,0,0,
50543,2804525.279,1266563.189,7454.004,PITRCK,Relocate 2023,9/26/2023,After,230000111587,2A,32,320,235,105,256,11600,Cobble,LC2,1,1,0,0,
50544,2804478.671,1266547.982,7452.204,PITRCK,Relocate 2023,9/26/2023,After,228000607539,2A,23,110,63,31,64,372,Gravel,VCG2,1,0,0,0,
50545,2804498.763,1266544.235,7453.4,PITRCK,Relocate 2023,9/26/2023,After,230000111602,2A,32,178,155,48,180,2087,Cobble,LC1,1,1,0,0,
50546,2804035.175,1266630.355,7451.709,PITRCK,Relocate 2023,9/26/2023,After,226001370298,2A,12,18,17,10,16,4.49,Gravel,MG2,0,0,0,0,
50547,2804493.178,1266542.731,7453.273,PITRCK,Relocate 2023,9/26/2023,After,228000607569,2A,23,99,78,44,64,493,Gravel,VCG2,1,0,0,0,
50548,2804260.234,1266584.167,7452.702,PITRCK,Relocate 2023,9/26/2023,After,228000607561,2A,23,106,53,49,64,350,Gravel,VCG2,1,1,0,0,
50549,2804517.811,1266537.362,7455.066,PITRCK,Relocate 2023,9/26/2023,After,228000607547,2A,23,80,70,43,64,370,Gravel,VCG2,1,0,0,0,
50550,2804253.059,1266614.284,7453.996,PITRCK,Relocate 2023,9/27/2023,After,228000607511,2B,23,120,75,50,64,466,Gravel,VCG2,0,0,0,1,
50551,2804251.674,1266610.771,7453.647,PITRCK,Relocate 2023,9/27/2023,After,228000607570,2B,23,75,63,48,64,338,Gravel,VCG2,1,0,0,0,
50552,2804243.258,1266606.933,7453.692,PITRCK,Relocate 2023,9/27/2023,After,231000039736,2B,14,49,36,20,32,55.5,Gravel,CG2,1,0,0,1,
50553,2803768.839,1266651.417,7448.668,PITRCK,Relocate 2023,9/27/2023,After,230000111669,2B,32,151,137,65,128,2083,Cobble,SC2,1,0,0,1, Approximate recap location.
50555,2803805.834,1266643.704,7449.823,PITRCK,Relocate 2023,9/27/2023,After,230000298004,2B,32,285,182,120,256,11600,Cobble,LC2,1,1,0,0,
50559,2803938.675,1266623.809,7451.61,PITRCK,Relocate 2023,9/27/2023,After,231000039740,2B,14,50,33,20,32,41,Gravel,CG2,1,0,0,1, Approximate recap location.
50560,2803770.181,1266648.928,7448.752,PITRCK,Relocate 2023,9/27/2023,After,209000133190,2B,23,84,64,35,64,376.5,Gravel,VCG2,1,0,0,1,"Replacement rock for 228000607545, which was previously deployed in riffle 2 but NEVER RECOVERED Approximate recap location."
50562,2804158.46,1266645.57,7453.618,PITRCK,Relocate 2023,9/27/2023,After,228000607527,2B,23,70,74,55,64,425,Gravel,VCG2,1,1,0,0,
50563,2803606.723,1266638.383,7447.999,PITRCK,Relocate 2023,9/27/2023,After,230000111606,2B,32,147,108,64,128,1636,Cobble,SC2,1,1,0,0,
50565,2803931.92,1266657.855,7451.341,PITRCK,Relocate 2023,9/27/2023,After,230000111572,2B,32,162,104,67,128,1710,Cobble,SC2,1,1,0,0,
50567,2803516.678,1266660.068,7448.304,PITRCK,Relocate 2023,9/27/2023,After,230000298005,2B,32,183,158,100,256,4300,Cobble,LC2,1,0,0,1, Approximate recap location.
50568,2804146.573,1266631.448,7452.95,PITRCK,Relocate 2023,9/27/2023,After,230000111522,2B,32,295,250,174,256,16100,Cobble,LC2,1,1,0,1,
50569,2803528.819,1266632.259,7448.334,PITRCK,Relocate 2023,9/27/2023,After,228000607504,2B,23,77,65,40,64,362,Gravel,VCG2,1,1,0,1,
50571,2803754.442,1266647.144,7448.765,PITRCK,Relocate 2023,9/27/2023,After,230000111504,2B,32,166,128,81,128,2127,Cobble,SC2,1,0,0,1, Approximate recap location.
50576,2804172.477,1266638.884,7453.665,PITRCK,Relocate 2023,9/27/2023,After,230000298012,2B,32,193,120,84,256,4900,Cobble,LC2,1,0,0,0,
50578,2804190.828,1266621.612,7453.682,PITRCK,Relocate 2023,9/27/2023,After,230000111666,2B,32,321,290,200,>256,18300,Boulder,SB1,1,0,0,0,
50580,2803690.959,1266644.91,7448.491,PITRCK,Relocate 2023,9/27/2023,After,230000111705,2B,32,160,84,69,90,1747,Cobble,SC1,1,0,0,1,
50591,2803441.393,1266632.216,7447.864,PITRCK,Relocate 2023,9/27/2023,After,230000111604,2B,32,195,62,56,90,1437,Cobble,SC1,1,0,0,1,
50593,2804145.015,1266630.204,7453.159,PITRCK,Relocate 2023,9/27/2023,After,230000111726,2B,32,330,285,138,362,32000,Boulder,SB1,1,1,0,0,
50595,2803781.673,1266641.795,7448.773,PITRCK,Relocate 2023,9/27/2023,After,230000111638,2B,32,165,133,106,128,3239,Cobble,SC2,1,0,0,1, Approximate recap location.
50597,2803465.579,1266628.945,7448.169,PITRCK,Relocate 2023,9/27/2023,After,230000111673,2B,32,139,96,75,128,1437,Cobble,SC2,1,0,0,1, Approximate recap location.
50599,2804177.618,1266641.731,7453.953,PITRCK,Relocate 2023,9/27/2023,After,230000111664,2B,32,116,88,67,90,904,Cobble,SC1,1,0,0,0,
50600,2805198.105,1266508.702,7457.854,PITRCK,Relocate 2023,9/27/2023,After,209000133204,GA1,23,66,55,45,64,207.5,Gravel,VCG2,1,0,0,0,
50601,2805211.261,1266503.676,7457.555,PITRCK,Relocate 2023,9/27/2023,After,231000039712,GA1,14,45,36,25,32,54.5,Gravel,CG2,1,0,0,1,
50602,2805214.977,1266496.844,7457.637,PITRCK,Relocate 2023,9/27/2023,After,209000133209,GA1,23,124,118,87,128,1659.5,Cobble,SC2,1,0,0,0,
50603,2805192.086,1266516.014,7456.981,PITRCK,Relocate 2023,9/27/2023,After,209000133181,GA1,23,115,81,58,90,893,Cobble,SC1,1,0,0,0,
50604,2805191.333,1266510.378,7457.675,PITRCK,Relocate 2023,9/27/2023,After,226001370216,GA1,12,24,15,14,16,4.961,Gravel,MG2,0,1,0,1,
50605,2805190.113,1266505.02,7458.378,PITRCK,Relocate 2023,9/27/2023,After,230000298006,GA1,32,264,167,82,256,8600,Cobble,LC2,1,0,0,0,
50606,2805177.594,1266497.841,7454.949,PITRCK,Relocate 2023,9/27/2023,After,209000133155,GA1,23,118,85,39,90,868,Cobble,SC1,1,0,0,0,
50607,2805164.956,1266523.703,7456.249,PITRCK,Relocate 2023,9/27/2023,After,231000039751,GA1,14,36,32,31,32,58,Gravel,CG2,1,1,0,0,
50608,2805162.43,1266514.752,7457.162,PITRCK,Relocate 2023,9/27/2023,After,209000133126,GA1,23,196,92,78,128,2591,Cobble,SC2,1,0,0,0,
50609,2805161.966,1266510.755,7456.56,PITRCK,Relocate 2023,9/27/2023,After,209000133194,GA1,23,85,66,42,64,348,Gravel,VCG2,1,0,0,0,
50610,2804794.159,1266584.521,7453.824,PITRCK,Relocate 2023,9/27/2023,After,209000133134,GA2,23,63,51,34,64,157,Gravel,VCG2,1,0,0,1, Approximate recap location.
50612,2804690.047,1266583.917,7454.466,PITRCK,Relocate 2023,9/27/2023,After,209000133192,GA2,32,117,105,60,128,1101,Cobble,SC2,1,1,0,0,
50614,2804898.757,1266460.755,7455.419,PITRCK,Relocate 2023,9/27/2023,After,209000133185,GA3,23,99,63,40,64,407,Gravel,VCG2,1,0,0,1, Approximate recap location.
50616,2804904.04,1266470.243,7456.6,PITRCK,Relocate 2023,9/27/2023,After,209000133175,GA3,23,159,105,68,128,2043,Cobble,SC2,1,0,0,1, Approximate recap location.
50617,2804748.401,1266627.746,7456.105,PITRCK,Relocate 2023,9/27/2023,After,209000133130,GA4,23,80,60,36,64,289,Gravel,VCG2,1,0,0,1,
50619,2804316.479,1266571.325,7453.22,PITRCK,Relocate 2023,9/27/2023,After,209000133137,GA4,23,165,74,64,90,1338.5,Cobble,SC1,1,1,0,0,
50620,2804735.972,1266615.274,7455.592,PITRCK,Relocate 2023,9/27/2023,After,209000133179,GA4,23,84,58,47,64,371,Gravel,VCG2,1,1,0,0,
50621,2804508.317,1266578.019,7454.444,PITRCK,Relocate 2023,9/27/2023,After,209000133147,GA5,23,65,61,41,64,265.5,Gravel,VCG2,1,1,0,0,
50622,2804659.149,1266599.928,7454.982,PITRCK,Relocate 2023,9/27/2023,After,230000298016,GA5,32,250,175,98,256,9700,Cobble,LC2,1,0,0,0,
50626,2804173.645,1266623.372,7453.15,PITRCK,Relocate 2023,9/27/2023,After,209000133110,GA6,23,131,92,72,128,1429,Cobble,SC2,1,1,0,0,
50628,2804387.245,1266549.806,7453.353,PITRCK,Relocate 2023,9/27/2023,After,209000133191,GA6,23,92,52,50,64,543,Gravel,VCG2,1,1,0,0,
50629,2804231.104,1266587.148,7452.711,PITRCK,Relocate 2023,9/27/2023,After,209000133151,GA6,23,90,58,40,64,295.5,Gravel,VCG2,1,1,0,1,
50630,2804193.217,1266526.098,7455.41,PITRCK,Relocate 2023,9/27/2023,After,226001370205,Overflow 1C,12,35,25,18,32,45,Gravel,CG2,1,0,0,1,
50631,2804196.453,1266527.43,7455.35,PITRCK,Relocate 2023,9/27/2023,After,226001370222,Overflow 1C,12,26,18,11,16,7.0078,Gravel,MG2,0,0,0,1,
50632,2804197.652,1266532.927,7455.193,PITRCK,Relocate 2023,9/27/2023,After,226001370230,Overflow 1C,12,47,29,16,32,59,Gravel,CG2,1,0,0,1,
50634,2804173.06,1266563.324,7455.044,PITRCK,Relocate 2023,9/27/2023,After,226001370236,Overflow 1C,12,27,21,16,32,33,Gravel,CG2,1,0,0,1,
50636,2804596.078,1266518.97,7456.679,PITRCK,Relocate 2023,9/27/2023,After,226001370291,Overflow 1A,12,36,29,10,32,32,Gravel,CG2,1,0,0,0,
50639,2804431.383,1266547.313,7452.37,PITRCK,Relocate 2023,9/27/2023,After,226001370204,Overflow 1A,12,21,18,10,16,5.067,Gravel,MG2,1,0,0,1,
50700,2806340.14,1266540.5,7460.45,PITRCK,Relocate 2024,9/24/2024,After,230000111712,1,32,176,113,74,128,2062,Cobble,SC2,1,0,0,0,
50701,2806340.1,1266546.66,7458.86,PITRCK,Relocate 2024,9/24/2024,After,231000039738,1,14,45,34,23,32,53.5,Gravel,CG2,0,0,0,1, Approximate recap location.
50702,2806337.52,1266553.09,7458.36,PITRCK,Relocate 2024,9/24/2024,After,230000111683,1,32,132,90,80,128,1427,Cobble,SC2,0,0,0,1, Approximate recap location.
50703,2806064.46,1266520.04,7456.99,PITRCK,Relocate 2024,9/24/2024,After,231000039714,1,14,55,24,20,32,52.5,Gravel,CG2,1,0,0,1,
50705,2806331.51,1266566.22,7459.22,PITRCK,Relocate 2024,9/24/2024,After,230000111708,1,32,181,124,84,128,2277,Cobble,SC2,0,0,0,0,
50707,2806333.54,1266578.16,7459.8,PITRCK,Relocate 2024,9/24/2024,After,230000111578,1,32,374,275,144,>256,19700,Boulder,SB1,0,0,0,0,
50708,2806329.1,1266581.43,7459.04,PITRCK,Relocate 2024,9/24/2024,After,228000607513,1,23,91,60,38,64,273,Gravel,VCG2,0,0,0,1,
50709,2806313.68,1266585.8,7458.57,PITRCK,Relocate 2024,9/24/2024,After,226001370256,1,12,20,17,7,16,2.964,Gravel,MG2,1,0,0,1, Approximate recap location.
50710,2806334.9,1266594.6,7459.32,PITRCK,Relocate 2024,9/24/2024,After,230000111717,1,32,135,93,59,90,1398,Cobble,SC1,0,0,0,0,
50711,2805607.38,1266527.71,7458.55,PITRCK,Relocate 2024,9/24/2024,After,231000039702,1,14,42,38,25,32,42,Gravel,CG2,1,0,0,1,
50712,2806332.46,1266607.76,7459.04,PITRCK,Relocate 2024,9/24/2024,After,230000111562,1,32,197,169,68,180,3575,Cobble,LC1,0,0,0,0,
50713,2806326.64,1266611.82,7459.19,PITRCK,Relocate 2024,9/24/2024,After,230000111746,1,32,111,68,59,90,775,Cobble,SC1,1,0,0,0,
50714,2806330.48,1266620.69,7459.88,PITRCK,Relocate 2024,9/24/2024,After,230000111725,1,32,312,245,140,256,18500,Cobble,LC2,0,0,0,0,
50716,2806208.9,1266599.19,7457.99,PITRCK,Relocate 2024,9/24/2024,After,230000111631,1,32,97,56,50,64,363,Gravel,VCG2,1,0,0,0,
50717,2806267.42,1266622.44,7458.23,PITRCK,Relocate 2024,9/24/2024,After,228000607546,1,23,97,71,35,64,338,Gravel,VCG2,1,0,0,0,
50718,2806329.19,1266654.05,7459.41,PITRCK,Relocate 2024,9/24/2024,After,228000607532,1,23,90,55,42,64,446,Gravel,VCG2,0,0,0,0,
50719,2805242.018,1266566.49,NA,PITRCK,Relocate 2024,9/24/2024,After,226001370318,1,12,28,16,8,16,6.618,Gravel,MG2,0,0,0,0,M34 Detection Only. 
50720,2806314.04,1266538.66,7459.67,PITRCK,Relocate 2024,9/24/2024,After,230000111596,1,32,86,73,64,90,548,Cobble,SC1,1,0,0,0,
50721,2805553.36,1266496.74,7456.78,PITRCK,Relocate 2024,9/24/2024,After,226001370376,1,12,25,17,7,16,5.594,Gravel,MG2,1,0,0,1,
50722,2806307.53,1266549.88,7458.41,PITRCK,Relocate 2024,9/24/2024,After,230000111581,1,32,113,101,43,90,755,Cobble,SC1,0,0,0,1,
50723,2806120.47,1266531.2,7456.95,PITRCK,Relocate 2024,9/24/2024,After,231000039733,1,14,47,37,20,32,50,Gravel,CG2,1,0,0,1,
50724,2806309.05,1266556.83,7458.58,PITRCK,Relocate 2024,9/24/2024,After,230000111734,1,32,120,104,64,128,1233,Cobble,SC2,1,1,0,0,
50728,2806304.34,1266592.52,7459.04,PITRCK,Relocate 2024,9/24/2024,After,230000111575,1,32,135,96,53,90,1034,Cobble,SC1,0,1,0,0,
50729,2806311.78,1266599.72,7459.97,PITRCK,Relocate 2024,9/24/2024,After,230000111733,1,32,303,265,148,>256,15900,Boulder,SB1,0,0,0,0,
50731,2806271.74,1266620.93,7458.64,PITRCK,Relocate 2024,9/24/2024,After,230000111700,1,32,131,82,56,90,709,Cobble,SC1,0,1,0,0,
50732,2806175.163,1266595.613,NA,PITRCK,Relocate 2024,9/24/2024,After,231000039758,1,14,40,33,18,32,40.5,Gravel,CG2,0,0,0,0,M34 Detection Only. 
50733,2806304.17,1266626.23,7458.76,PITRCK,Relocate 2024,9/24/2024,After,230000111668,1,32,177,112,67,128,1929,Cobble,SC2,0,0,0,0,
50734,2806259.68,1266616.59,7458.54,PITRCK,Relocate 2024,9/24/2024,After,228000607552,1,23,75,64,54,64,543,Gravel,VCG2,1,0,0,0,
50735,2806221.95,1266601.077,NA,PITRCK,Relocate 2024,9/24/2024,After,226001370277,1,12,23,15,13,16,6.062,Gravel,MG2,0,0,0,0,M34 Detection Only. 
50736,2806293.14,1266643.03,7457.92,PITRCK,Relocate 2024,9/24/2024,After,230000111545,1,32,121,71,58,90,829,Cobble,SC1,0,0,0,0,
50737,2806303.72,1266653.4,7458.99,PITRCK,Relocate 2024,9/24/2024,After,230000111540,1,32,119,82,59,90,734,Cobble,SC1,1,0,0,0,
50738,2806300.46,1266660.13,7459.17,PITRCK,Relocate 2024,9/24/2024,After,230000111735,1,32,141,117,56,128,1706,Cobble,SC2,1,0,0,0,
50739,2806108.23,1266588.92,7457.35,PITRCK,Relocate 2024,9/24/2024,After,226001370243,1,12,20,18,11,16,4.967,Gravel,MG2,1,0,0,1,
50740,2806299.79,1266541.68,7459.03,PITRCK,Relocate 2024,9/24/2024,After,230000111686,1,32,110,78,34,90,601,Cobble,SC1,0,0,0,0,
50741,2806214.34,1266536.21,7458.04,PITRCK,Relocate 2024,9/24/2024,After,231000039765,1,14,46,30,22,32,44,Gravel,CG2,1,0,0,1,
50742,2806268.081,1266558.459,NA,PITRCK,Relocate 2024,9/24/2024,After,230000111592,1,32,213,113,49,128,2412,Cobble,SC2,0,0,0,0,M34 Detection Only. 
50743,2806297.48,1266560.38,7458.35,PITRCK,Relocate 2024,9/24/2024,After,231000039781,1,14,52,28,24,32,57.5,Gravel,CG2,0,0,0,1,
50744,2806285.99,1266569.03,7458.81,PITRCK,Relocate 2024,9/24/2024,After,230000111695,1,32,120,97,77,90,1034,Cobble,SC1,1,1,0,0,
50746,2806293.35,1266584.56,7458.78,PITRCK,Relocate 2024,9/24/2024,After,230000111555,1,32,109,71,69,90,826,Cobble,SC1,0,1,0,0,
50747,2806293.32,1266594.05,7458.46,PITRCK,Relocate 2024,9/24/2024,After,228000607507,1,23,65,45,42,64,197,Gravel,VCG2,0,0,0,1,
50748,2806286.34,1266599.03,7458.64,PITRCK,Relocate 2024,9/24/2024,After,230000111644,1,32,135,93,72,90,1442,Cobble,SC1,0,1,0,0,
50749,2806210.43,1266582.81,7457.87,PITRCK,Relocate 2024,9/24/2024,After,230000111698,1,32,89,82,70,90,771,Cobble,SC1,1,0,0,0,
50750,2806289.87,1266613.28,7459.05,PITRCK,Relocate 2024,9/24/2024,After,230000111614,1,32,306,205,256,256,18900,Cobble,LC2,1,0,0,0,
50751,2806289.29,1266621.85,7458.29,PITRCK,Relocate 2024,9/24/2024,After,228000607509,1,23,106,64,36,64,440,Gravel,VCG2,0,0,0,1,
50752,2806136.2,1266595.64,7457.81,PITRCK,Relocate 2024,9/24/2024,After,228000607549,1,23,72,50,38,64,185,Gravel,VCG2,1,0,0,0,
50753,2806264.56,1266618.6,7458.06,PITRCK,Relocate 2024,9/24/2024,After,228000607571,1,23,127,71,31,64,415,Gravel,VCG2,1,0,0,0,
50754,2806283.03,1266635.4,7458.31,PITRCK,Relocate 2024,9/24/2024,After,228000607541,1,23,91,64,40,64,398,Gravel,VCG2,0,1,0,0,
50755,2806288.38,1266646.22,7458.26,PITRCK,Relocate 2024,9/24/2024,After,228000607534,1,23,70,63,55,64,654,Gravel,VCG2,0,1,0,0,
50756,2806287.53,1266650.05,7458.5,PITRCK,Relocate 2024,9/24/2024,After,228000607577,1,23,94,66,23,64,361,Gravel,VCG2,1,0,0,0,
50757,2806288.46,1266654.98,7458.76,PITRCK,Relocate 2024,9/24/2024,After,226001370244,1,12,17,15,9,16,3.148,Gravel,MG2,0,0,0,1,
50758,2806286.23,1266658.83,7459.09,PITRCK,Relocate 2024,9/24/2024,After,228000607517,1,23,68,56,43,64,241,Gravel,VCG2,0,0,0,0,
50759,2806287.59,1266662.99,7459.13,PITRCK,Relocate 2024,9/24/2024,After,228000607560,1,23,82,64,37,64,407,Gravel,VCG2,0,1,0,0,
